file_name,label,label_name
79261.png,21,Double curve
79262.png,10,No passing for vehicles over 3.5 metric tons
79263.png,26,Traffic signals
79264.png,1,Speed limit (30km/h)
79265.png,4,Speed limit (70km/h)
79266.png,8,Speed limit (120km/h)
79267.png,35,Ahead only
79268.png,20,Dangerous curve to the right
79269.png,14,Stop
79270.png,33,Turn right ahead
79271.png,9,No passing
79272.png,41,End of no passing
79273.png,40,Roundabout mandatory
79274.png,8,Speed limit (120km/h)
79275.png,16,Vehicles over 3.5 metric tons prohibited
79276.png,15,No vehicles
79277.png,41,End of no passing
79278.png,2,Speed limit (50km/h)
79279.png,38,Keep right
79280.png,32,End of all speed and passing limits
79281.png,3,Speed limit (60km/h)
79282.png,19,Dangerous curve to the left
79283.png,5,Speed limit (80km/h)
79284.png,26,Traffic signals
79285.png,10,No passing for vehicles over 3.5 metric tons
79286.png,21,Double curve
79287.png,39,Keep left
79288.png,17,No entry
79289.png,7,Speed limit (100km/h)
79290.png,38,Keep right
79291.png,7,Speed limit (100km/h)
79292.png,30,Beware of ice/snow
79293.png,9,No passing
79294.png,30,Beware of ice/snow
79295.png,42,End of no passing by vehicles over 3.5 metric tons
79296.png,2,Speed limit (50km/h)
79297.png,5,Speed limit (80km/h)
79298.png,39,Keep left
79299.png,8,Speed limit (120km/h)
79300.png,9,No passing
79301.png,3,Speed limit (60km/h)
79302.png,5,Speed limit (80km/h)
79303.png,17,No entry
79304.png,9,No passing
79305.png,4,Speed limit (70km/h)
79306.png,12,Priority road
79307.png,8,Speed limit (120km/h)
79308.png,33,Turn right ahead
79309.png,24,Road narrows on the right
79310.png,17,No entry
79311.png,30,Beware of ice/snow
79312.png,17,No entry
79313.png,34,Turn left ahead
79314.png,36,Go straight or right
79315.png,0,Speed limit (20km/h)
79316.png,38,Keep right
79317.png,20,Dangerous curve to the right
79318.png,36,Go straight or right
79319.png,7,Speed limit (100km/h)
79320.png,16,Vehicles over 3.5 metric tons prohibited
79321.png,17,No entry
79322.png,9,No passing
79323.png,42,End of no passing by vehicles over 3.5 metric tons
79324.png,31,Wild animals crossing
79325.png,38,Keep right
79326.png,4,Speed limit (70km/h)
79327.png,5,Speed limit (80km/h)
79328.png,29,Bicycles crossing
79329.png,23,Slippery road
79330.png,4,Speed limit (70km/h)
79331.png,15,No vehicles
79332.png,34,Turn left ahead
79333.png,13,Yield
79334.png,12,Priority road
79335.png,37,Go straight or left
79336.png,10,No passing for vehicles over 3.5 metric tons
79337.png,11,Right-of-way at the next intersection
79338.png,20,Dangerous curve to the right
79339.png,40,Roundabout mandatory
79340.png,35,Ahead only
79341.png,24,Road narrows on the right
79342.png,19,Dangerous curve to the left
79343.png,1,Speed limit (30km/h)
79344.png,26,Traffic signals
79345.png,6,End of speed limit (80km/h)
79346.png,40,Roundabout mandatory
79347.png,18,General caution
79348.png,42,End of no passing by vehicles over 3.5 metric tons
79349.png,38,Keep right
79350.png,0,Speed limit (20km/h)
79351.png,35,Ahead only
79352.png,18,General caution
79353.png,34,Turn left ahead
79354.png,11,Right-of-way at the next intersection
79355.png,14,Stop
79356.png,14,Stop
79357.png,39,Keep left
79358.png,32,End of all speed and passing limits
79359.png,28,Children crossing
79360.png,24,Road narrows on the right
79361.png,36,Go straight or right
79362.png,20,Dangerous curve to the right
79363.png,18,General caution
79364.png,38,Keep right
79365.png,36,Go straight or right
79366.png,32,End of all speed and passing limits
79367.png,3,Speed limit (60km/h)
79368.png,25,Road work
79369.png,14,Stop
79370.png,8,Speed limit (120km/h)
79371.png,35,Ahead only
79372.png,34,Turn left ahead
79373.png,8,Speed limit (120km/h)
79374.png,10,No passing for vehicles over 3.5 metric tons
79375.png,20,Dangerous curve to the right
79376.png,11,Right-of-way at the next intersection
79377.png,8,Speed limit (120km/h)
79378.png,16,Vehicles over 3.5 metric tons prohibited
79379.png,36,Go straight or right
79380.png,39,Keep left
79381.png,35,Ahead only
79382.png,9,No passing
79383.png,18,General caution
79384.png,1,Speed limit (30km/h)
79385.png,30,Beware of ice/snow
79386.png,30,Beware of ice/snow
79387.png,19,Dangerous curve to the left
79388.png,40,Roundabout mandatory
79389.png,24,Road narrows on the right
79390.png,32,End of all speed and passing limits
79391.png,12,Priority road
79392.png,22,Bumpy road
79393.png,18,General caution
79394.png,10,No passing for vehicles over 3.5 metric tons
79395.png,11,Right-of-way at the next intersection
79396.png,2,Speed limit (50km/h)
79397.png,4,Speed limit (70km/h)
79398.png,39,Keep left
79399.png,21,Double curve
79400.png,6,End of speed limit (80km/h)
79401.png,8,Speed limit (120km/h)
79402.png,38,Keep right
79403.png,38,Keep right
79404.png,27,Pedestrians
79405.png,3,Speed limit (60km/h)
79406.png,11,Right-of-way at the next intersection
79407.png,21,Double curve
79408.png,25,Road work
79409.png,10,No passing for vehicles over 3.5 metric tons
79410.png,11,Right-of-way at the next intersection
79411.png,34,Turn left ahead
79412.png,26,Traffic signals
79413.png,42,End of no passing by vehicles over 3.5 metric tons
79414.png,2,Speed limit (50km/h)
79415.png,32,End of all speed and passing limits
79416.png,27,Pedestrians
79417.png,3,Speed limit (60km/h)
79418.png,15,No vehicles
79419.png,41,End of no passing
79420.png,5,Speed limit (80km/h)
79421.png,35,Ahead only
79422.png,32,End of all speed and passing limits
79423.png,36,Go straight or right
79424.png,30,Beware of ice/snow
79425.png,5,Speed limit (80km/h)
79426.png,31,Wild animals crossing
79427.png,7,Speed limit (100km/h)
79428.png,7,Speed limit (100km/h)
79429.png,18,General caution
79430.png,5,Speed limit (80km/h)
79431.png,40,Roundabout mandatory
79432.png,22,Bumpy road
79433.png,7,Speed limit (100km/h)
79434.png,36,Go straight or right
79435.png,16,Vehicles over 3.5 metric tons prohibited
79436.png,29,Bicycles crossing
79437.png,2,Speed limit (50km/h)
79438.png,39,Keep left
79439.png,14,Stop
79440.png,12,Priority road
79441.png,39,Keep left
79442.png,30,Beware of ice/snow
79443.png,20,Dangerous curve to the right
79444.png,33,Turn right ahead
79445.png,12,Priority road
79446.png,17,No entry
79447.png,22,Bumpy road
79448.png,24,Road narrows on the right
79449.png,10,No passing for vehicles over 3.5 metric tons
79450.png,35,Ahead only
79451.png,41,End of no passing
79452.png,37,Go straight or left
79453.png,10,No passing for vehicles over 3.5 metric tons
79454.png,12,Priority road
79455.png,35,Ahead only
79456.png,4,Speed limit (70km/h)
79457.png,33,Turn right ahead
79458.png,34,Turn left ahead
79459.png,1,Speed limit (30km/h)
79460.png,14,Stop
79461.png,39,Keep left
79462.png,25,Road work
79463.png,10,No passing for vehicles over 3.5 metric tons
79464.png,5,Speed limit (80km/h)
79465.png,10,No passing for vehicles over 3.5 metric tons
79466.png,42,End of no passing by vehicles over 3.5 metric tons
79467.png,35,Ahead only
79468.png,22,Bumpy road
79469.png,17,No entry
79470.png,26,Traffic signals
79471.png,39,Keep left
79472.png,34,Turn left ahead
79473.png,10,No passing for vehicles over 3.5 metric tons
79474.png,39,Keep left
79475.png,14,Stop
79476.png,18,General caution
79477.png,22,Bumpy road
79478.png,16,Vehicles over 3.5 metric tons prohibited
79479.png,3,Speed limit (60km/h)
79480.png,34,Turn left ahead
79481.png,30,Beware of ice/snow
79482.png,6,End of speed limit (80km/h)
79483.png,0,Speed limit (20km/h)
79484.png,13,Yield
79485.png,30,Beware of ice/snow
79486.png,16,Vehicles over 3.5 metric tons prohibited
79487.png,42,End of no passing by vehicles over 3.5 metric tons
79488.png,3,Speed limit (60km/h)
79489.png,35,Ahead only
79490.png,6,End of speed limit (80km/h)
79491.png,42,End of no passing by vehicles over 3.5 metric tons
79492.png,6,End of speed limit (80km/h)
79493.png,8,Speed limit (120km/h)
79494.png,2,Speed limit (50km/h)
79495.png,33,Turn right ahead
79496.png,28,Children crossing
79497.png,42,End of no passing by vehicles over 3.5 metric tons
79498.png,14,Stop
79499.png,7,Speed limit (100km/h)
79500.png,13,Yield
79501.png,18,General caution
79502.png,14,Stop
79503.png,2,Speed limit (50km/h)
79504.png,14,Stop
79505.png,13,Yield
79506.png,38,Keep right
79507.png,8,Speed limit (120km/h)
79508.png,26,Traffic signals
79509.png,38,Keep right
79510.png,12,Priority road
79511.png,34,Turn left ahead
79512.png,19,Dangerous curve to the left
79513.png,13,Yield
79514.png,2,Speed limit (50km/h)
79515.png,24,Road narrows on the right
79516.png,21,Double curve
79517.png,27,Pedestrians
79518.png,3,Speed limit (60km/h)
79519.png,37,Go straight or left
79520.png,19,Dangerous curve to the left
79521.png,7,Speed limit (100km/h)
79522.png,25,Road work
79523.png,23,Slippery road
79524.png,31,Wild animals crossing
79525.png,34,Turn left ahead
79526.png,23,Slippery road
79527.png,0,Speed limit (20km/h)
79528.png,3,Speed limit (60km/h)
79529.png,17,No entry
79530.png,23,Slippery road
79531.png,6,End of speed limit (80km/h)
79532.png,14,Stop
79533.png,28,Children crossing
79534.png,36,Go straight or right
79535.png,16,Vehicles over 3.5 metric tons prohibited
79536.png,19,Dangerous curve to the left
79537.png,32,End of all speed and passing limits
79538.png,32,End of all speed and passing limits
79539.png,18,General caution
79540.png,1,Speed limit (30km/h)
79541.png,9,No passing
79542.png,1,Speed limit (30km/h)
79543.png,36,Go straight or right
79544.png,9,No passing
79545.png,27,Pedestrians
79546.png,8,Speed limit (120km/h)
79547.png,9,No passing
79548.png,35,Ahead only
79549.png,21,Double curve
79550.png,30,Beware of ice/snow
79551.png,18,General caution
79552.png,1,Speed limit (30km/h)
79553.png,9,No passing
79554.png,1,Speed limit (30km/h)
79555.png,28,Children crossing
79556.png,15,No vehicles
79557.png,36,Go straight or right
79558.png,23,Slippery road
79559.png,19,Dangerous curve to the left
79560.png,10,No passing for vehicles over 3.5 metric tons
79561.png,10,No passing for vehicles over 3.5 metric tons
79562.png,42,End of no passing by vehicles over 3.5 metric tons
79563.png,26,Traffic signals
79564.png,9,No passing
79565.png,33,Turn right ahead
79566.png,18,General caution
79567.png,37,Go straight or left
79568.png,1,Speed limit (30km/h)
79569.png,5,Speed limit (80km/h)
79570.png,8,Speed limit (120km/h)
79571.png,27,Pedestrians
79572.png,10,No passing for vehicles over 3.5 metric tons
79573.png,34,Turn left ahead
79574.png,26,Traffic signals
79575.png,19,Dangerous curve to the left
79576.png,19,Dangerous curve to the left
79577.png,14,Stop
79578.png,41,End of no passing
79579.png,13,Yield
79580.png,20,Dangerous curve to the right
79581.png,41,End of no passing
79582.png,6,End of speed limit (80km/h)
79583.png,20,Dangerous curve to the right
79584.png,41,End of no passing
79585.png,20,Dangerous curve to the right
79586.png,28,Children crossing
79587.png,41,End of no passing
79588.png,10,No passing for vehicles over 3.5 metric tons
79589.png,33,Turn right ahead
79590.png,9,No passing
79591.png,16,Vehicles over 3.5 metric tons prohibited
79592.png,42,End of no passing by vehicles over 3.5 metric tons
79593.png,24,Road narrows on the right
79594.png,33,Turn right ahead
79595.png,9,No passing
79596.png,34,Turn left ahead
79597.png,34,Turn left ahead
79598.png,35,Ahead only
79599.png,7,Speed limit (100km/h)
79600.png,40,Roundabout mandatory
79601.png,28,Children crossing
79602.png,19,Dangerous curve to the left
79603.png,31,Wild animals crossing
79604.png,16,Vehicles over 3.5 metric tons prohibited
79605.png,9,No passing
79606.png,32,End of all speed and passing limits
79607.png,37,Go straight or left
79608.png,33,Turn right ahead
79609.png,10,No passing for vehicles over 3.5 metric tons
79610.png,34,Turn left ahead
79611.png,5,Speed limit (80km/h)
79612.png,26,Traffic signals
79613.png,9,No passing
79614.png,30,Beware of ice/snow
79615.png,22,Bumpy road
79616.png,23,Slippery road
79617.png,28,Children crossing
79618.png,16,Vehicles over 3.5 metric tons prohibited
79619.png,31,Wild animals crossing
79620.png,41,End of no passing
79621.png,19,Dangerous curve to the left
79622.png,12,Priority road
79623.png,10,No passing for vehicles over 3.5 metric tons
79624.png,10,No passing for vehicles over 3.5 metric tons
79625.png,27,Pedestrians
79626.png,26,Traffic signals
79627.png,23,Slippery road
79628.png,33,Turn right ahead
79629.png,25,Road work
79630.png,42,End of no passing by vehicles over 3.5 metric tons
79631.png,8,Speed limit (120km/h)
79632.png,13,Yield
79633.png,5,Speed limit (80km/h)
79634.png,22,Bumpy road
79635.png,42,End of no passing by vehicles over 3.5 metric tons
79636.png,3,Speed limit (60km/h)
79637.png,20,Dangerous curve to the right
79638.png,9,No passing
79639.png,2,Speed limit (50km/h)
79640.png,21,Double curve
79641.png,14,Stop
79642.png,3,Speed limit (60km/h)
79643.png,16,Vehicles over 3.5 metric tons prohibited
79644.png,41,End of no passing
79645.png,8,Speed limit (120km/h)
79646.png,19,Dangerous curve to the left
79647.png,14,Stop
79648.png,18,General caution
79649.png,0,Speed limit (20km/h)
79650.png,9,No passing
79651.png,2,Speed limit (50km/h)
79652.png,40,Roundabout mandatory
79653.png,33,Turn right ahead
79654.png,16,Vehicles over 3.5 metric tons prohibited
79655.png,41,End of no passing
79656.png,25,Road work
79657.png,17,No entry
79658.png,35,Ahead only
79659.png,18,General caution
79660.png,1,Speed limit (30km/h)
79661.png,2,Speed limit (50km/h)
79662.png,42,End of no passing by vehicles over 3.5 metric tons
79663.png,42,End of no passing by vehicles over 3.5 metric tons
79664.png,2,Speed limit (50km/h)
79665.png,38,Keep right
79666.png,27,Pedestrians
79667.png,38,Keep right
79668.png,20,Dangerous curve to the right
79669.png,15,No vehicles
79670.png,12,Priority road
79671.png,7,Speed limit (100km/h)
79672.png,2,Speed limit (50km/h)
79673.png,3,Speed limit (60km/h)
79674.png,16,Vehicles over 3.5 metric tons prohibited
79675.png,36,Go straight or right
79676.png,35,Ahead only
79677.png,26,Traffic signals
79678.png,11,Right-of-way at the next intersection
79679.png,37,Go straight or left
79680.png,40,Roundabout mandatory
79681.png,17,No entry
79682.png,30,Beware of ice/snow
79683.png,11,Right-of-way at the next intersection
79684.png,14,Stop
79685.png,40,Roundabout mandatory
79686.png,29,Bicycles crossing
79687.png,12,Priority road
79688.png,4,Speed limit (70km/h)
79689.png,20,Dangerous curve to the right
79690.png,38,Keep right
79691.png,30,Beware of ice/snow
79692.png,2,Speed limit (50km/h)
79693.png,41,End of no passing
79694.png,10,No passing for vehicles over 3.5 metric tons
79695.png,10,No passing for vehicles over 3.5 metric tons
79696.png,14,Stop
79697.png,2,Speed limit (50km/h)
79698.png,34,Turn left ahead
79699.png,37,Go straight or left
79700.png,15,No vehicles
79701.png,4,Speed limit (70km/h)
79702.png,9,No passing
79703.png,27,Pedestrians
79704.png,37,Go straight or left
79705.png,39,Keep left
79706.png,38,Keep right
79707.png,24,Road narrows on the right
79708.png,2,Speed limit (50km/h)
79709.png,3,Speed limit (60km/h)
79710.png,37,Go straight or left
79711.png,10,No passing for vehicles over 3.5 metric tons
79712.png,6,End of speed limit (80km/h)
79713.png,5,Speed limit (80km/h)
79714.png,31,Wild animals crossing
79715.png,16,Vehicles over 3.5 metric tons prohibited
79716.png,27,Pedestrians
79717.png,31,Wild animals crossing
79718.png,16,Vehicles over 3.5 metric tons prohibited
79719.png,28,Children crossing
79720.png,40,Roundabout mandatory
79721.png,15,No vehicles
79722.png,15,No vehicles
79723.png,37,Go straight or left
79724.png,5,Speed limit (80km/h)
79725.png,32,End of all speed and passing limits
79726.png,34,Turn left ahead
79727.png,10,No passing for vehicles over 3.5 metric tons
79728.png,10,No passing for vehicles over 3.5 metric tons
79729.png,14,Stop
79730.png,2,Speed limit (50km/h)
79731.png,11,Right-of-way at the next intersection
79732.png,7,Speed limit (100km/h)
79733.png,7,Speed limit (100km/h)
79734.png,20,Dangerous curve to the right
79735.png,29,Bicycles crossing
79736.png,23,Slippery road
79737.png,23,Slippery road
79738.png,13,Yield
79739.png,31,Wild animals crossing
79740.png,36,Go straight or right
79741.png,1,Speed limit (30km/h)
79742.png,39,Keep left
79743.png,2,Speed limit (50km/h)
79744.png,37,Go straight or left
79745.png,31,Wild animals crossing
79746.png,32,End of all speed and passing limits
79747.png,3,Speed limit (60km/h)
79748.png,26,Traffic signals
79749.png,17,No entry
79750.png,21,Double curve
79751.png,17,No entry
79752.png,19,Dangerous curve to the left
79753.png,9,No passing
79754.png,42,End of no passing by vehicles over 3.5 metric tons
79755.png,34,Turn left ahead
79756.png,38,Keep right
79757.png,20,Dangerous curve to the right
79758.png,32,End of all speed and passing limits
79759.png,3,Speed limit (60km/h)
79760.png,21,Double curve
79761.png,1,Speed limit (30km/h)
79762.png,41,End of no passing
79763.png,34,Turn left ahead
79764.png,42,End of no passing by vehicles over 3.5 metric tons
79765.png,22,Bumpy road
79766.png,27,Pedestrians
79767.png,34,Turn left ahead
79768.png,3,Speed limit (60km/h)
79769.png,42,End of no passing by vehicles over 3.5 metric tons
79770.png,33,Turn right ahead
79771.png,19,Dangerous curve to the left
79772.png,39,Keep left
79773.png,30,Beware of ice/snow
79774.png,37,Go straight or left
79775.png,30,Beware of ice/snow
79776.png,21,Double curve
79777.png,36,Go straight or right
79778.png,2,Speed limit (50km/h)
79779.png,14,Stop
79780.png,40,Roundabout mandatory
79781.png,40,Roundabout mandatory
79782.png,8,Speed limit (120km/h)
79783.png,17,No entry
79784.png,32,End of all speed and passing limits
79785.png,0,Speed limit (20km/h)
79786.png,0,Speed limit (20km/h)
79787.png,0,Speed limit (20km/h)
79788.png,7,Speed limit (100km/h)
79789.png,28,Children crossing
79790.png,27,Pedestrians
79791.png,18,General caution
79792.png,23,Slippery road
79793.png,3,Speed limit (60km/h)
79794.png,29,Bicycles crossing
79795.png,29,Bicycles crossing
79796.png,1,Speed limit (30km/h)
79797.png,7,Speed limit (100km/h)
79798.png,14,Stop
79799.png,28,Children crossing
79800.png,20,Dangerous curve to the right
79801.png,5,Speed limit (80km/h)
79802.png,19,Dangerous curve to the left
79803.png,30,Beware of ice/snow
79804.png,38,Keep right
79805.png,15,No vehicles
79806.png,11,Right-of-way at the next intersection
79807.png,40,Roundabout mandatory
79808.png,26,Traffic signals
79809.png,30,Beware of ice/snow
79810.png,34,Turn left ahead
79811.png,37,Go straight or left
79812.png,16,Vehicles over 3.5 metric tons prohibited
79813.png,37,Go straight or left
79814.png,27,Pedestrians
79815.png,32,End of all speed and passing limits
79816.png,3,Speed limit (60km/h)
79817.png,30,Beware of ice/snow
79818.png,12,Priority road
79819.png,26,Traffic signals
79820.png,13,Yield
79821.png,22,Bumpy road
79822.png,6,End of speed limit (80km/h)
79823.png,29,Bicycles crossing
79824.png,19,Dangerous curve to the left
79825.png,15,No vehicles
79826.png,34,Turn left ahead
79827.png,2,Speed limit (50km/h)
79828.png,30,Beware of ice/snow
79829.png,18,General caution
79830.png,5,Speed limit (80km/h)
79831.png,2,Speed limit (50km/h)
79832.png,33,Turn right ahead
79833.png,4,Speed limit (70km/h)
79834.png,42,End of no passing by vehicles over 3.5 metric tons
79835.png,26,Traffic signals
79836.png,12,Priority road
79837.png,17,No entry
79838.png,36,Go straight or right
79839.png,41,End of no passing
79840.png,20,Dangerous curve to the right
79841.png,39,Keep left
79842.png,6,End of speed limit (80km/h)
79843.png,9,No passing
79844.png,17,No entry
79845.png,0,Speed limit (20km/h)
79846.png,14,Stop
79847.png,3,Speed limit (60km/h)
79848.png,25,Road work
79849.png,21,Double curve
79850.png,24,Road narrows on the right
79851.png,11,Right-of-way at the next intersection
79852.png,36,Go straight or right
79853.png,23,Slippery road
79854.png,37,Go straight or left
79855.png,34,Turn left ahead
79856.png,29,Bicycles crossing
79857.png,41,End of no passing
79858.png,8,Speed limit (120km/h)
79859.png,0,Speed limit (20km/h)
79860.png,36,Go straight or right
79861.png,23,Slippery road
79862.png,12,Priority road
79863.png,38,Keep right
79864.png,40,Roundabout mandatory
79865.png,8,Speed limit (120km/h)
79866.png,20,Dangerous curve to the right
79867.png,18,General caution
79868.png,30,Beware of ice/snow
79869.png,2,Speed limit (50km/h)
79870.png,42,End of no passing by vehicles over 3.5 metric tons
79871.png,22,Bumpy road
79872.png,6,End of speed limit (80km/h)
79873.png,1,Speed limit (30km/h)
79874.png,13,Yield
79875.png,28,Children crossing
79876.png,15,No vehicles
79877.png,38,Keep right
79878.png,8,Speed limit (120km/h)
79879.png,19,Dangerous curve to the left
79880.png,15,No vehicles
79881.png,24,Road narrows on the right
79882.png,20,Dangerous curve to the right
79883.png,5,Speed limit (80km/h)
79884.png,2,Speed limit (50km/h)
79885.png,35,Ahead only
79886.png,19,Dangerous curve to the left
79887.png,8,Speed limit (120km/h)
79888.png,11,Right-of-way at the next intersection
79889.png,31,Wild animals crossing
79890.png,23,Slippery road
79891.png,9,No passing
79892.png,14,Stop
79893.png,35,Ahead only
79894.png,21,Double curve
79895.png,35,Ahead only
79896.png,32,End of all speed and passing limits
79897.png,13,Yield
79898.png,23,Slippery road
79899.png,37,Go straight or left
79900.png,15,No vehicles
79901.png,4,Speed limit (70km/h)
79902.png,10,No passing for vehicles over 3.5 metric tons
79903.png,24,Road narrows on the right
79904.png,11,Right-of-way at the next intersection
79905.png,32,End of all speed and passing limits
79906.png,33,Turn right ahead
79907.png,0,Speed limit (20km/h)
79908.png,11,Right-of-way at the next intersection
79909.png,31,Wild animals crossing
79910.png,15,No vehicles
79911.png,40,Roundabout mandatory
79912.png,19,Dangerous curve to the left
79913.png,16,Vehicles over 3.5 metric tons prohibited
79914.png,33,Turn right ahead
79915.png,16,Vehicles over 3.5 metric tons prohibited
79916.png,15,No vehicles
79917.png,19,Dangerous curve to the left
79918.png,3,Speed limit (60km/h)
79919.png,1,Speed limit (30km/h)
79920.png,22,Bumpy road
79921.png,0,Speed limit (20km/h)
79922.png,24,Road narrows on the right
79923.png,16,Vehicles over 3.5 metric tons prohibited
79924.png,13,Yield
79925.png,9,No passing
79926.png,6,End of speed limit (80km/h)
79927.png,19,Dangerous curve to the left
79928.png,24,Road narrows on the right
79929.png,38,Keep right
79930.png,17,No entry
79931.png,0,Speed limit (20km/h)
79932.png,9,No passing
79933.png,3,Speed limit (60km/h)
79934.png,37,Go straight or left
79935.png,24,Road narrows on the right
79936.png,38,Keep right
79937.png,22,Bumpy road
79938.png,20,Dangerous curve to the right
79939.png,16,Vehicles over 3.5 metric tons prohibited
79940.png,39,Keep left
79941.png,11,Right-of-way at the next intersection
79942.png,28,Children crossing
79943.png,0,Speed limit (20km/h)
79944.png,35,Ahead only
79945.png,8,Speed limit (120km/h)
79946.png,39,Keep left
79947.png,15,No vehicles
79948.png,12,Priority road
79949.png,6,End of speed limit (80km/h)
79950.png,31,Wild animals crossing
79951.png,22,Bumpy road
79952.png,31,Wild animals crossing
79953.png,6,End of speed limit (80km/h)
79954.png,22,Bumpy road
79955.png,9,No passing
79956.png,12,Priority road
79957.png,19,Dangerous curve to the left
79958.png,7,Speed limit (100km/h)
79959.png,39,Keep left
79960.png,11,Right-of-way at the next intersection
79961.png,12,Priority road
79962.png,37,Go straight or left
79963.png,39,Keep left
79964.png,27,Pedestrians
79965.png,0,Speed limit (20km/h)
79966.png,23,Slippery road
79967.png,10,No passing for vehicles over 3.5 metric tons
79968.png,6,End of speed limit (80km/h)
79969.png,6,End of speed limit (80km/h)
79970.png,28,Children crossing
79971.png,7,Speed limit (100km/h)
79972.png,4,Speed limit (70km/h)
79973.png,14,Stop
79974.png,22,Bumpy road
79975.png,9,No passing
79976.png,37,Go straight or left
79977.png,0,Speed limit (20km/h)
79978.png,36,Go straight or right
79979.png,7,Speed limit (100km/h)
79980.png,11,Right-of-way at the next intersection
79981.png,9,No passing
79982.png,11,Right-of-way at the next intersection
79983.png,15,No vehicles
79984.png,13,Yield
79985.png,23,Slippery road
79986.png,28,Children crossing
79987.png,17,No entry
79988.png,40,Roundabout mandatory
79989.png,7,Speed limit (100km/h)
79990.png,2,Speed limit (50km/h)
79991.png,21,Double curve
79992.png,20,Dangerous curve to the right
79993.png,27,Pedestrians
79994.png,10,No passing for vehicles over 3.5 metric tons
79995.png,40,Roundabout mandatory
79996.png,23,Slippery road
79997.png,40,Roundabout mandatory
79998.png,41,End of no passing
79999.png,38,Keep right
80000.png,28,Children crossing
80001.png,35,Ahead only
80002.png,12,Priority road
80003.png,6,End of speed limit (80km/h)
80004.png,23,Slippery road
80005.png,16,Vehicles over 3.5 metric tons prohibited
80006.png,11,Right-of-way at the next intersection
80007.png,16,Vehicles over 3.5 metric tons prohibited
80008.png,39,Keep left
80009.png,37,Go straight or left
80010.png,0,Speed limit (20km/h)
80011.png,6,End of speed limit (80km/h)
80012.png,9,No passing
80013.png,36,Go straight or right
80014.png,2,Speed limit (50km/h)
80015.png,38,Keep right
80016.png,10,No passing for vehicles over 3.5 metric tons
80017.png,24,Road narrows on the right
80018.png,11,Right-of-way at the next intersection
80019.png,19,Dangerous curve to the left
80020.png,32,End of all speed and passing limits
80021.png,10,No passing for vehicles over 3.5 metric tons
80022.png,3,Speed limit (60km/h)
80023.png,20,Dangerous curve to the right
80024.png,14,Stop
80025.png,13,Yield
80026.png,42,End of no passing by vehicles over 3.5 metric tons
80027.png,2,Speed limit (50km/h)
80028.png,32,End of all speed and passing limits
80029.png,4,Speed limit (70km/h)
80030.png,24,Road narrows on the right
80031.png,2,Speed limit (50km/h)
80032.png,33,Turn right ahead
80033.png,20,Dangerous curve to the right
80034.png,21,Double curve
80035.png,33,Turn right ahead
80036.png,18,General caution
80037.png,24,Road narrows on the right
80038.png,30,Beware of ice/snow
80039.png,4,Speed limit (70km/h)
80040.png,9,No passing
80041.png,19,Dangerous curve to the left
80042.png,18,General caution
80043.png,29,Bicycles crossing
80044.png,23,Slippery road
80045.png,4,Speed limit (70km/h)
80046.png,0,Speed limit (20km/h)
80047.png,24,Road narrows on the right
80048.png,2,Speed limit (50km/h)
80049.png,19,Dangerous curve to the left
80050.png,35,Ahead only
80051.png,10,No passing for vehicles over 3.5 metric tons
80052.png,8,Speed limit (120km/h)
80053.png,30,Beware of ice/snow
80054.png,35,Ahead only
80055.png,8,Speed limit (120km/h)
80056.png,39,Keep left
80057.png,14,Stop
80058.png,5,Speed limit (80km/h)
80059.png,12,Priority road
80060.png,8,Speed limit (120km/h)
80061.png,14,Stop
80062.png,42,End of no passing by vehicles over 3.5 metric tons
80063.png,33,Turn right ahead
80064.png,19,Dangerous curve to the left
80065.png,15,No vehicles
80066.png,8,Speed limit (120km/h)
80067.png,20,Dangerous curve to the right
80068.png,41,End of no passing
80069.png,19,Dangerous curve to the left
80070.png,26,Traffic signals
80071.png,33,Turn right ahead
80072.png,20,Dangerous curve to the right
80073.png,6,End of speed limit (80km/h)
80074.png,40,Roundabout mandatory
80075.png,0,Speed limit (20km/h)
80076.png,31,Wild animals crossing
80077.png,21,Double curve
80078.png,24,Road narrows on the right
80079.png,3,Speed limit (60km/h)
80080.png,5,Speed limit (80km/h)
80081.png,41,End of no passing
80082.png,20,Dangerous curve to the right
80083.png,18,General caution
80084.png,19,Dangerous curve to the left
80085.png,23,Slippery road
80086.png,12,Priority road
80087.png,1,Speed limit (30km/h)
80088.png,25,Road work
80089.png,23,Slippery road
80090.png,10,No passing for vehicles over 3.5 metric tons
80091.png,22,Bumpy road
80092.png,5,Speed limit (80km/h)
80093.png,3,Speed limit (60km/h)
80094.png,3,Speed limit (60km/h)
80095.png,19,Dangerous curve to the left
80096.png,14,Stop
80097.png,26,Traffic signals
80098.png,29,Bicycles crossing
80099.png,36,Go straight or right
80100.png,39,Keep left
80101.png,24,Road narrows on the right
80102.png,20,Dangerous curve to the right
80103.png,3,Speed limit (60km/h)
80104.png,16,Vehicles over 3.5 metric tons prohibited
80105.png,30,Beware of ice/snow
80106.png,17,No entry
80107.png,22,Bumpy road
80108.png,27,Pedestrians
80109.png,4,Speed limit (70km/h)
80110.png,32,End of all speed and passing limits
80111.png,33,Turn right ahead
80112.png,4,Speed limit (70km/h)
80113.png,23,Slippery road
80114.png,28,Children crossing
80115.png,31,Wild animals crossing
80116.png,8,Speed limit (120km/h)
